Owner1,Owner2,SiteAddress,MailAddress,MailCity,APN,LastSeller,LastSaleDate,LastSaleValue
CAL NEWPORT MESA LLC,,2900 BRISTOL ST # 24B,2900 BRISTOL ST STE C107,COSTA MESA,939-570-29,"THE WATERS AT CREEKSIDE 1 LLC,",08/06/2004,740000.0
CAL NEWPORT MESA LLC,,2900 BRISTOL ST # 25,2900 BRISTOL ST STE C107,COSTA MESA,939-570-30,"THE WATERS AT CREEKSIDE 1 LLC,",08/06/2004,740000.0
HURACAN INVESTMENTS LLC,,2900 BRISTOL ST # 36,2900 BRISTOL ST STE C207,COSTA MESA,939-570-43,"ANGULO MCGHEE,",02/28/2023,465000.0
MERRICK 621 EXCHANGE LLC,,2900 BRISTOL ST # 55,2900 BRISTOL ST STE B204,COSTA MESA,939-570-67,"UAG PROPERTY SUB 2 LLC,",10/18/2016,945500.0
MERRICK 621 EXCHANGE LLC,,2900 BRISTOL ST # 56,2900 BRISTOL ST STE B204,COSTA MESA,939-570-68,"UAG PROPERTY SUB 2 LLC,",10/18/2016,945500.0
MERRICK 621 EXCHANGE LLC,,2900 BRISTOL ST # 57,2900 BRISTOL ST STE B204,COSTA MESA,939-570-69,"UAG PROPERTY SUB 2 LLC,",10/18/2016,945500.0
2900 E-LEGACY LLC,,2900 BRISTOL ST # 58,2900 BRISTOL ST STE B205,COSTA MESA,939-570-70,"MAZDIYASNI, PARVIZ; PISHDADI, MANDANA",05/05/2022,455000.0
2900 E-LEGACY LLC,,2900 BRISTOL ST # 59,2900 BRISTOL ST STE B203,COSTA MESA,939-570-71,"UAG PROPERT SUB 2 LLC,",04/04/2022,875000.0
2900 E-LEGACY LLC,,2900 BRISTOL ST # 60,2900 BRISTOL ST STE B203,COSTA MESA,939-570-72,"UAG PROPERT SUB 2 LLC,",04/04/2022,875000.0
3191 RED HILL PARTNERS LLC,,3191 RED HILL AVE # B7,3191 RED HILL AVE,COSTA MESA,936-790-31,"STERLING BANK SPECIAL ASSETS,",09/10/2010,3974500.0
HATTAN PROPERTIES LLC,,355 PLACENTIA AVE # 3,2905 REDWOOD AVE,COSTA MESA,930-354-03,"HOLLAND, DORIS U",11/14/2014,540000.0
RTED IRVINE LLC,,424 32ND ST STE A,PO BOX 18528,COSTA MESA,932-840-84,"MCMONIGLE, JOHN M; MCMONIGLE, ROBIN W",08/04/2005,655000.0
HBHB HOLDINGS LLC,,17552 GRIFFIN LN,854 OAK ST,COSTA MESA,165-331-03,"STEPHAN, MARK J; STEPHAN, LINDA E",08/05/2020,2140000.0
M & N INDUSTRIAL PROPERTY LLC,,5322 MCFADDEN AVE,434 E 17TH ST,COSTA MESA,145-461-18,"MATAMOROS, ALEXANDER; HALTER FAMILY TRUST,",06/30/2021,2050000.0
BROOK LEASING LLC,,5221 OCEANUS DR,940 CORONADO DR,COSTA MESA,145-014-58,"MRH LEASING CORPORATION,",06/03/2011,4000000.0
FOUNTAIN VALLEY HOLDING LLC,,13892 HARBOR BLVD STE 4A,950 S COAST DR STE 155,COSTA MESA,938-660-10,"HUAN & DERICK LLC,",04/09/2025,1580000.0
DUAL WILLOW LLC,,1375 LOGAN AVE # 6,499 MAGNOLIA ST,COSTA MESA,932-072-25,"CHICHUNLIANG LLC,",02/21/2025,995000.0
KMF ENTERPRISES LLC,,1375 LOGAN AVE # 9,750 SAINT CLAIR ST,COSTA MESA,932-072-28,"GDC LOGAN LLC,",02/02/2022,895000.0
245 FISCHER AVENUE AL LLC,,245 FISCHER AVE # A,245 FISCHER AVE STE A1,COSTA MESA,938-980-01,"FISCHER SUITES INC,",11/28/2017,1500000.0
ROCCOS AUTO TECH LLC,,775 W 17TH ST STE B,2895 MONTEREY AVE,COSTA MESA,939-831-19,"MESA PLACENTIA 17 LP, ; INVESTMENT PROPERTY OPTIONS LLC,",10/11/2007,375000.0
711 E5 LLC,,711 W 17TH ST # 53,2805 EUROPA DR,COSTA MESA,939-830-53,"MICLEA, GEORGE JOHAN; MICLEA, OLGA JEANNETTE",11/30/2016,595000.0
711 WEST SEVENTEENTH LLC,,711 W 17TH ST # 55,711 W 17TH ST STE E7,COSTA MESA,939-830-55,"NEPHRONICS MANAGEMENT CORP,",04/25/2006,575000.0
MACCO PROPERTIES LLC,,711 W 17TH ST # 71,711 W 17TH ST,COSTA MESA,939-830-71,"M HAUSMAN INC,",08/05/2025,1475000.0
REEL FOLEY SOUND LLC,,711 W 17TH ST # 78,2060 MANDARIN DR,COSTA MESA,939-830-78,"MARINE CONSULTANTING INC,",08/01/2019,525000.0
KAMEL PROPERTIES LLC,,6702 WESTMINSTER BLVD,4835 N GLEN ARDEN AVE,COVINA,195-311-01,"BLUE VISTA PARTNERS LLC,",10/01/2018,1997000.0
DELTON GROUP LLC,,16572 DELTON CIR,21701 STEVENS CREEK BLVD UNIT 2726,CUPERTINO,142-441-21,"LEW, EUGENIA C; ESTATE OF EUGENIA C LEW AND MELVIN CHOY,",10/18/2022,1120000.0
SWUN MATH LLC,,19585 ELMRIDGE LN,10073 VALLEY VIEW ST # 116,CYPRESS,023-491-55,"STERUD, RON; AVERILL FAMILY TRUST,",09/02/2022,1412500.0
DB DEVELOPMENT COMPANY LLC,,10232 HALAWA DR,5552 MYRA AVE,CYPRESS,155-275-11,"JOHN BOLSTAD AND PATRICIA BOLSTAD LIV TR, ; BOLSTAD, JOHN",03/09/2026,1110000.0
GT EXPRESS CARWASH LLC,,8471 WARNER AVE,8469 BEACH CIR,CYPRESS,107-664-02,"616 IMPERIAL LLC,",04/17/2026,2550000.0
CMS RE MANAGEMENT LLC,,13252 GARDEN GROVE BLVD # 214,4262 SURREY DR,CYPRESS,933-921-68,"FERGUSON, DAVID; FERGUSON, TANSY",02/13/2025,646500.0
CMS RE MANAGEMENT LLC,,13252 GARDEN GROVE BLVD STE 215,4262 SURREY DR,CYPRESS,933-921-69,"FERGUSON, DAVID; FERGUSON, TANSY",02/13/2025,646500.0
17711 METZLER LLC,,17711 METZLER LN,6415 KATELLA AVE # 2ND,CYPRESS,165-392-26,"METZLER LANE LLC,",06/03/2016,1842500.0
THE MAN & YONG PROPERTIES LLC,,7341 GARDEN GROVE BLVD STE B,11383 TORTUGA ST,CYPRESS,931-440-87,"JESSICA KO REVOCABLE LIVING TRUST, ; KO, JESSICA MEE",07/10/2025,950000.0
ACIANO REALTY LLC,,417 BAY HILL DR,5909 LUTHER LN APT 1605,DALLAS,931-790-74,"ZOBAER, MOHAMMED; HUSSAIN, MOHAMMED",09/02/2025,1627500.0
MEL SPRINGS LLC,,4502 WARNER AVE,2127 CLARK ST APT 106,DALLAS,110-023-26,"STINSON, R SCOTT; STINSON, CAROLE",07/22/2021,2000000.0
LEDBRUQ LLC,,37 BRETAGNE,32701 CASPIAN SEA DR,DANA POINT,936-461-35,"WYMAN, CHRISTOPHER E",11/06/2020,880000.0
ACUITY OCHS REALTY LLC,,2900 BRISTOL ST # 51A,2900 BRISTOL ST BLDG A205,DANA POINT,939-570-62,"BRISTOL CAPITAL GROUP LLC,",04/27/2020,1250500.0
ACUITY OCHS REALTY LLC,,2900 BRISTOL ST # 51B,2900 BRISTOL ST BLDG A205,DANA POINT,939-570-63,"ESSEX WATERS AT CREEKSIDE LLC,",06/24/2005,898000.0
ACUITY OCHS REALTY LLC,,2900 BRISTOL ST # 52,2900 BRISTOL ST BLDG A205,DANA POINT,939-570-64,"ESSEX WATERS AT CREEKSIDE LLC,",06/24/2005,898000.0
ACUITY OCHS REALTY LLC,,2900 BRISTOL ST # 53,2900 BRISTOL ST BLDG A205,DANA POINT,939-570-65,"ESSEX WATERS AT CREEKSIDE LLC,",06/24/2005,898000.0
PILAND PROPERTIES II LLC,,16555 BEACH BLVD,765 ATTITUDE AVE,DAYTONA BEACH,142-173-01,"ABEL, HOWARD L; HOWARD L ABEL FAMILY TRUST,",08/17/2016,17000000.0
HRAPTS1 LLC,,19001 BROOKHURST ST,PO BOX 1159,DEERFIELD,153-201-33,"ARIZONA TEMPE HOTEL CORPORATION,",10/01/2021,11290000.0
FUTURE FUND ENTERPRISES LLC,,32 BELCOURT DR,185 NE 4TH AVE APT 312,DELRAY BEACH,939-630-87,"QIAO, JOSH",03/29/2024,3500000.0
LIDO PARK ABH LLC,,621 LIDO PARK DR # 14,22136 STEEPLECHASE LN,DIAMOND BAR,932-700-14,"GAVIN, IVAN; IVAN GAVIN REVOCABLE TRUST,",09/01/2020,2508000.0
ST MARCOS INVESTMENTS LLC,,17050 NEWLAND ST,22702 MOUNTAIN LAUREL WAY,DIAMOND BAR,167-361-02,"VALENCIA GROUP 91 LLC,",12/19/2024,980000.0
CLARK LANE LLC,,16122 TORTOLA CIR,10551 PARAMOUNT BLVD,DOWNEY,178-643-23,"SHOEMAKER, LISA; THE C REVOCABLE LIVING TRUST,",09/26/2014,845000.0
KELTERITE COMPANY LLC,,16611 CHANNEL LN,12240 WOODRUFF AVE,DOWNEY,178-432-03,"MCCOMB JR, DONALD H",09/24/2024,2400000.0
THE SHIRLEY LEIS LUTGEN LLC,,810 MAIN ST,11700 WOODRUFF AVE,DOWNEY,024-081-15,"FENNELL, DAVID T; FENNELL, NANCY N",03/12/2021,1950000.0
GAGE VILLAGE RESIDENTIAL DEVELOPMENT LLC,,16811 14TH ST UNIT 1,9550 FIRESTONE BLVD STE 105,DOWNEY,178-533-11,"VAN HOOZER, KATHLEEN; HAZEL V ADKINS TRUST,",02/10/2022,1975000.0
GAGE VILLAGE RESIDENTIAL DEVELOPMENT LLC,,5502 FERNHILL CIR,9451 FIRESTONE BLVD # B,DOWNEY,146-351-11,"JONES, SHELI L; GLENN W AND PATRICIA L JONES FMTR,",04/26/2022,2225000.0
VALERIAN 1031 LLC,,8141 FORELLE DR,9451 FIRESTONE BLVD # B,DOWNEY,157-342-07,"BURRIS, STEPHEN DURR; STEPHEN D BURRIS FAMILY TRUST,",10/19/2022,1967500.0
VALERIAN 1031 LLC,,8151 FORELLE DR,9451 FIRESTONE BLVD # B,DOWNEY,157-342-08,"BURRIS, STEPHEN DURR; STEPHEN D BURRIS FAMILY TRUST,",10/19/2022,1967500.0
VALERIAN 1031 LLC,,8132 FORELLE DR,9451 FIRESTONE BLVD # B,DOWNEY,157-343-06,"BURRIS, STEPHEN DURR; STEPHEN D BURRIS FAMILY TRUST,",10/19/2022,1967500.0
6444 WESTMINSTER LLC,,6444 WESTMINSTER BLVD,9800 NEWVILLE AVE,DOWNEY,195-271-35,"EDWARDS CENTER LLC,",06/16/2025,9980000.0
KELTERITE COMPANY LLC,,7422 WARNER AVE,12231 PANGBORN AVE,DOWNEY,111-022-07,"WIKTOR, ADAM R; WIKTOR, ELIZABETH",09/18/2023,847500.0
PJO INVESTMENT HOLDINGS LLC,,16641 S PACIFIC AVE,13143 S BOULTER ST,DRAPER,178-523-12,"SGV PROPERTY FUND LLC,",12/07/2021,6995000.0
HBAC LLC,,7351 AUTOPARK DR,PO BOX 2909,DUBLIN,159-361-01,"MIRA VISTA PARK LLC,",12/17/2020,1650000.0
HB LLC,,9472 RAMBLER DR,16340 75TH PL W,EDMONDS,149-053-07,"COVINGTON, JANET; CROSLEY, COURTNEY",06/04/2019,1127000.0
3317 SAN GABRIEL BLVD LLC,,5860 WESTMINSTER BLVD,3200 PECK RD,EL MONTE,195-141-07,"LUCERO, MARTHA R",09/20/2019,1560000.0
TRUE HAPPINESS ASSOCIATES LLC,,4642 MINUET DR,7826 ENCHANTED CLIFF DR,EL PASO,178-115-11,"TORRES, GARY M; TORRES, DENISE W",06/17/2022,1575000.0
DRI 16TH LLC,,316 16TH ST,2121 ROSECRANS AVE STE 3335,EL SEGUNDO,023-158-14,"JSWB PROPERTIES LLC,",02/25/2022,6120000.0
DUNBAR OLIVE LLC, DRI DELAWARE LLC,19132 HUNTINGTON ST,841 APOLLO ST # 445,EL SEGUNDO,159-331-03,"HUNTINGTON MANOR LLC,",05/05/2022,28000000.0
LAPOINT BERKELEY PROPERTY LLC,,3197 RED HILL AVE STE B,4240 HOLDEN ST,EMERYVILLE,936-790-12,"PULLMAN AVENUE LLC,",01/28/2020,698500.0
17150 SAN MATEO LLC,,17150 SAN MATEO ST # 12,5400 OSTROM AVE,ENCINO,930-294-12,"POLADIAN JR, ARAM A; POLADIAN, ROBERT",06/18/2024,1200000.0
AFFORDABLE HOUSING LAND CONSULTANTS LLC,,19471 BEACH BLVD,PO BOX 260770,ENCINO,025-180-21,"PELOCHINO, JOHN F",05/27/2021,3200000.0
AFFORDABLE HOUSING LAND CONSULTANTS LLC,,19431 BEACH BLVD,PO BOX 260770,ENCINO,025-180-23,"NGUYEN, HONG PHUONG; HONG PHUONG NGUYEN FAMILY TRUST,",05/27/2021,5000000.0
ACKERMAN PROPERTIES LLC,,16572 BEACH BLVD,5353 OSTROM AVE,ENCINO,107-401-35,"NORM S RESTAURANTS,",12/22/2014,5113000.0
EXELON REALTY 2 LLC,,7595 REYNOLDS CIR,16060 VENTURA BLVD # 110-231,ENCINO,165-331-29,"KDG INVESTMENTS INC,",05/13/2022,4750000.0
CORPORATE INVESTMENT HOLDINGS LLC,,12600 WESTMINSTER AVE # 1D,500 CORPORATE DR,ESCONDIDO,938-691-04,"TWOMEY HOLDINGS LLC,",08/20/2018,1488000.0
YORBA RODNEY LLC,,3 BEACH PINE DR,3280 VETERANS BLVD S STE 320,FARGO,935-900-39,"DISNEY, RONALD W; RONALD W DISNEY LIVING TRUST,",01/11/2024,4000000.0
WILDCAT PROPERTIES LLC,,200 PACIFIC COAST HWY UNIT 345,4800 COLLEGE BLVD STE 204,FARMINGTON,939-506-09,"AURORA LOAN SERVICES LLC,",07/02/2010,600000.0
KJF PARTNERS #12 LLC,,9480 TALBERT AVE,14587 VALLEY BLVD,FONTANA,157-111-14,"QUINTANA, GILBERT T; JOSEPHINE E QUINTANA TRUST,",01/22/2014,285000.0
KJF PARTNERS #12 LLC,,9480 TALBERT AVE,14587 VALLEY BLVD,FONTANA,157-111-15,"ALLEN, CURTIS M; WINTERS, TODD A",02/26/2015,90000.0
3011 E 4TH STREET LLC,,4900 RIVER AVE,27442 PORTOLA PKWY STE 155,FOOTHILL RANCH,114-211-35,"WEISS, KENNETH R; WEISS, NANCY",06/16/2017,1640000.0
CHAU NICNAT LLC,,6416 SILENT HARBOR DR,PO BOX 460176,FORT LAUDERDALE,023-591-31,"THE MOOY FAMILY TRUST, ; MOOY, THOMAS",05/03/2019,2275000.0
VSV INVESTMENTS LLC,,19 VIA AMANTI,86 FIESTA WAY,FORT LAUDERDALE,936-470-58,"POLSKY, ANDREW JONATHAN; POLSKY, GAYLE COPELAND",05/15/2023,1569000.0
OLMSTED VENTURES LLC,,23000 NEWPORT COAST DR,16970 SAN ARLOS BLVD STE 160-96,FORT MYERS,899-017-19,"WAGGONER, ROBER PHILIP; WAGGONER, TRACY A",10/18/2018,4000.0
MV PROPERTIES LLC,,19131 BROOKHURST ST,6920 POINTE INVERNESS WAY STE 301,FORT WAYNE,153-201-28,"MANISTA, DOUGLAS E; MANISTA, DIANE S",08/30/2018,2765000.0
EBL LLC,,14182 DENISE DR,10426 CIRCULO DE VILLA,FOUNTAIN VALLEY,195-321-28,"COUNTRYWIDE LLC,",04/09/2025,1555000.0
KC GROUP LLC,,15301 PACIFIC ST,10252 AVENIDA CINCO DE MAYO,FOUNTAIN VALLEY,142-052-10,"GARCIA, ANGEL; GARCIA FAMILY TRUST,",11/16/2022,820000.0
BAZOLA LLC,,16290 JUPITER CIR,10362 CIRCULO DE VILLA,FOUNTAIN VALLEY,107-625-19,"BURDICK, MICHAEL ARVID; BRANT BERNARD BURDICK & JUDITH ANN BURDI,",01/11/2021,670000.0
BAZOLA LLC,,16321 JUPITER CIR,10362 CIRCULO DE VILLA,FOUNTAIN VALLEY,107-625-24,"JACKSON, KAREN L; JACKSON TRUST,",09/24/2021,645000.0
WESTMAG CORNER LLC,,16602 WELLINGTON CIR,16300 SANDALWOOD ST,FOUNTAIN VALLEY,178-412-02,"PHAM, THI THU THUY",05/31/2024,1750000.0
GLOBAL WINS INVESTMENT LLC,,16392 SUNDANCER LN,16027 BROOKHURST ST # 256,FOUNTAIN VALLEY,178-691-10,"KENT, DAVID P; KENT, BRENDA L",01/22/2019,3660000.0
BD ESTATES LLC,,5541 HEIL AVE,9840 RED RIVER CIR,FOUNTAIN VALLEY,146-155-39,"PACIFIC COAST FINANCIAL LLC,",03/03/2025,1125000.0
DK SUITE HOMES LLC,,17342 WILD ROSE LN,8750 ROGUE RIVER AVE,FOUNTAIN VALLEY,163-021-11,"BEAR FLAG HOMES LLC,",08/19/2024,1185000.0
KAIHONG ESTATE LLC,,8828 LA ZANA CT,18583 CALLENS CIR,FOUNTAIN VALLEY,167-411-32,"BELL, CHRISTINE LEE; THE JILL BRACY REVOCABLE LIVING TRUST,",10/26/2023,1100000.0
DTLC LLC,,17292 POPLAR ST,9196 MCELWEE RIVER CIR,FOUNTAIN VALLEY,167-161-09,"TANNER, RICHARD C; TANNER, SHARON L",04/04/2017,660000.0
BAO ANH INVESTMENTS LLC,,9663 LA CAPILLA AVE,17938 SANTA VALERA ST,FOUNTAIN VALLEY,167-094-24,"VVEE CAPITAL INVESTMENTS LLC,",12/24/2024,1650000.0
BETTER FUTURE INVESTMENT LLC,,1201 PINE ST,9708 SHAMROCK AVE,FOUNTAIN VALLEY,023-082-14,"TRM MGMT INC,",09/28/2022,1640000.0
RODECKER COMPANIES LLC,,208 15TH ST,17272 NEWHOPE ST,FOUNTAIN VALLEY,024-031-19,"REED, ROBERTA S; REED LIVING TRUST,",04/17/2025,1925000.0
VALHALLA FIDUCIARY LLC,,316 13TH ST,8939 RHINE RIVER AVE,FOUNTAIN VALLEY,024-026-31,"SOUZA FOES, LAUREN MARIE",09/23/2024,2398000.0
PROPERTY SOLUTIONS 4U LLC,,20031 SHOREWOOD CIR,9129 HERON AVEUE,FOUNTAIN VALLEY,151-182-03,"CHASE, ERIN",04/28/2026,1225000.0
COSMA LLC,,9682 INNSBRUCK DR,15915 MCDERMITT ST,FOUNTAIN VALLEY,153-143-16,"THE MICHAEL M KUTNER 2020 TRUST, ; PETERS, PHILLIP M",11/25/2024,1200000.0
SEASHORE INVESTMENT & CONSULTANCY LLC,,21142 MIRAMAR LN,18341 MOUNT WATERMAN ST,FOUNTAIN VALLEY,148-062-07,"MCGALL, BRYCE A",10/12/2023,1100000.0
TSO NEST LLC,,21161 POSTON LN,18360 SANTA ISADORA ST,FOUNTAIN VALLEY,148-113-11,"I M MARKS AND JOAN M MARKS FAMILY TRUST, ; MARKS, I M",08/04/2025,1860000.0
NM 168 LLC,,10139 LIGHTBREEZE CIR,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,155-151-08,"HB HOMES MANAGEMENT LLC,",12/02/2022,2782500.0
NM 168 LLC,,10149 LIGHTBREEZE CIR,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,155-151-07,"HB HOMES MANAGEMENT LLC,",12/02/2022,2782500.0
PRINCESS HOLDINGS LLC,,9631 INDIAN WELLS CIR,9631 INDIAN WELLS CIRCLE #1-725 # 1-725,FOUNTAIN VALLEY,149-292-17,"THE WATSON REVOCABLE LIVING TRUST, ; LAPLANTE, CHRISTINE M",08/20/2025,1800000.0
JJSJ GROUP LLC,,12664 CHAPMAN AVE UNIT 1306,10720 PEONY CIR,FOUNTAIN VALLEY,936-191-16,"ASARE ANTWI, HWENSO KWADWO; ASARE ANTWI, KWADWO HWENSO",10/17/2024,625000.0
TINDVY LLC,,11024 CYNTHIA CIR # 4,16027 BROOKHURST ST # I722,FOUNTAIN VALLEY,934-660-08,"VO, MORRISON P",10/06/2021,465000.0
DRUIFF INVESTMENTS LLC,,10360 WARNER AVE # 58,10370 NIGHTINGALE AVE,FOUNTAIN VALLEY,930-295-80,"RACIC, MITAR; RACIC, VERA",11/25/2013,438500.0
R&D MGT LLC,,11640 WARNER AVE # 542,11640 WARNER AVE # 442,FOUNTAIN VALLEY,938-784-55,"RODECKER COMPANIES LLC,",07/18/2024,1150000.0
ROJACK LLC,,17168 NEWHOPE ST APT 103,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-69,"LOUIE SUE LLC,",12/03/2009,1620000.0
KIARACO LLC,,17200 NEWHOPE ST APT 101,17284 NEWHOPE ST STE 100,FOUNTAIN VALLEY,938-782-59,"DAVID GUELDNER TRUST, ; BAKER, KELLY",11/14/2025,600000.0
663 HIBISCUS LLC,,17200 NEWHOPE ST APT 104,17284 NEWHOPE ST # 222,FOUNTAIN VALLEY,938-782-62,"THE BART AND MARGARET JOLIN LIVING TRUST, ; BEAN, LAWRENCE",04/09/2026,600000.0
ROJACK LLC,,17230 NEWHOPE ST APT 211,17284 NEWHOPE ST STE 100,FOUNTAIN VALLEY,938-785-47,"CLUB 42 LLC,",05/08/2014,282500.0
SPARTACUS FUND LLC,,290 VICTORIA ST # 29,17284 NEWHOPE ST # 222,FOUNTAIN VALLEY,938-650-81,"BACKER, STEPHEN; BACKER, NANCY",06/17/2022,550000.0
HUNTINGTON VALLEY HOMES LLC,,17040 SAN BRUNO ST # 11,17694 WARWICK CIR,FOUNTAIN VALLEY,930-295-33,"AHLGRIM, PAMELA JEAN; THE AHLGRIM FAMILY TRUST,",08/05/2019,550000.0
DUBBSONE LLC,,17992 BARON CIR,18299 SANTA STEPHANA CIR,FOUNTAIN VALLEY,165-181-18,"1996 JOHNSON FAMILY TRUST, ; JOHNSON, STEVE K",02/27/2026,1610000.0
ADLAND APARTMENTS LLC,,324 CLAY AVE,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,025-061-29,"HUNTINGTON AND CLAY APARTMENT LP,",11/12/2021,20250000.0
DUNBAR OLIVE LLC, DRI DELAWARE LLC,19131 DELAWARE ST,17151 NEWHOPE ST STE 209,FOUNTAIN VALLEY,159-331-02,"HUNTINGTON MANOR LLC,",05/05/2022,28000000.0
BELINGER LLC,,6491 EDINGER AVE,11770 WARNER AVE STE 215,FOUNTAIN VALLEY,145-282-40,"ISHIHAMA, LINDA MASAKO; ISHIHAMA, CRAIG KAZUO",07/03/2014,2100000.0
DAJOGIE ENTERPRISES LLC,,16191 BEACH BLVD,17964 POINT SUR ST,FOUNTAIN VALLEY,142-083-04,"MEISINGER ENTERPRISES LLC,",02/21/2020,1275000.0
ERA VENTURES LLC,,8700 WARNER AVE,11160 WARNER AVE STE 315,FOUNTAIN VALLEY,167-371-01,"WARNER FV LLC,",08/28/2018,4000000.0
CB TALBERT LLC,,18012 S 3RD ST,9092 TALBERT AVE STE 1,FOUNTAIN VALLEY,157-131-16,"WHITE, JANICE",09/01/2020,680000.0
HOANG SWEDEN LLC,,19362 BEACH BLVD,17805 TOIYABE ST,FOUNTAIN VALLEY,153-051-09,"TRI LIN HOLDINGS LLC,",06/29/2018,11500000.0
TRIUMVIRATE LLC,,21951 BROOKHURST ST,9874 RARITAN AVE,FOUNTAIN VALLEY,151-234-09,"ROSELL, DAVID T; ROSELL, LORI L",11/19/2021,2800000.0
CJJ PROPERTY LLC,,9080 TALBERT AVE,17130 MAGNOLIA ST,FOUNTAIN VALLEY,157-132-38,"WHITE, JANICE; HENRY BOER AND CORDELIA M BOER 1986 FMTR,",12/23/2024,1150000.0
117 MAIN HB LLC, 117B MAIN HB LLC,117 MAIN ST,17870 NEWHOPE ST # 104-267,FOUNTAIN VALLEY,024-153-07,"MULLIGAN, DESIREE; THE GARY V MULLIGAN REVOCABLE TRUST,",09/11/2009,2800000.0
BELLA SPESE LLC, APA LLC,19901 BEACH BLVD,8840 WARNER AVE STE 204,FOUNTAIN VALLEY,025-200-68,"MING INTERNATIONAL GROUP,",05/08/2003,1800000.0
BETTER FUTURE INVESTMENT LLC,,400 MAIN ST,9708 SHAMROCK AVE,FOUNTAIN VALLEY,024-134-06,"EVERYBODYS GONE SURFIN LLC,",08/03/2022,6000000.0
AB BOND LLC,,18742 MAIN ST,9062 WINDSOR AVE,FOUNTAIN VALLEY,159-262-03,"DILLON, PATRICK J",10/22/2007,1025000.0
AA INVESTMENT LLC,,7942 SPEER DR,16293 HEMLOCK ST,FOUNTAIN VALLEY,165-311-16,"SPEER PROPERTIES LLC,",08/11/2022,2100000.0
9950 SLATER AVENUE PROPERTY OWNER LLC,,9930 SLATER AVE,9950 SLATER AVE,FOUNTAIN VALLEY,167-241-05,"SERVICE PROPERTIES TRUST,",10/31/2025,13000000.0
RASSA HB LLC,,18377 BEACH BLVD STE 216,9656 TURTLEDOVE AVE,FOUNTAIN VALLEY,930-034-49,"HUNTINGTON PACIFICA MONTERY LLC,",02/13/2018,760500.0
"TRIPLEX, LLC",,17220 NEWHOPE ST STE 104,17220 NEWHOPE ST STE 224,FOUNTAIN VALLEY,938-780-04,"TRIPLEX LLC,",09/27/2022,5000.0
"TRIPLEX, LLC",,17220 NEWHOPE ST STE 105,17220 NEWHOPE ST STE 224,FOUNTAIN VALLEY,938-780-05,"TRIPLEX LLC,",09/27/2022,5000.0
RODECKER COMPANIES LLC,,17220 NEWHOPE ST STE 107,17272 NEWHOPE ST # J,FOUNTAIN VALLEY,938-780-07,"MATTHEWS, CRAIG D; CRAIG D MATTHEWS LIVING TRUST,",04/05/2024,227500.0
COMPASSIONATE CARE HOSPICE LLC,,17220 NEWHOPE ST STE 124,17220 NEWHOPE ST,FOUNTAIN VALLEY,938-780-18,"VAN DEUSEN, ELISHA B; VAN DEUSEN, LESLIE A",09/04/2018,419000.0
COMPASSIONATE CARE HOSPICE LLC,,17220 NEWHOPE ST STE 123,17220 NEWHOPE ST,FOUNTAIN VALLEY,938-780-19,"VAN DEUSEN, ELISHA B; VAN DEUSEN, LESLIE A",09/04/2018,419000.0
TN INVESTMENTS PROPERTIES LLC,,17220 NEWHOPE ST STE 208,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,938-780-35,"BAGER ELECTRONICS INC,",03/01/2016,433000.0
VILLA POINT LLC,,17220 NEWHOPE ST STE 210,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,938-780-37,"LENDING 3 INC,",09/20/2024,415000.0
G-BOW LLC,,15172 GOLDENWEST CIR,18315 MOUNT BALDY CIR,FOUNTAIN VALLEY,142-421-13,"CITY OF WESTMINTER CORP,",08/08/2018,14500000.0
LIVINGSTON HOLDINGS LLC,,12610 WESTMINSTER AVE # 2F,10525 LAWSON RIVER AVE,FOUNTAIN VALLEY,938-691-11,"MCR PROPERTIES LLC,",03/08/2018,740000.0
HAROLD WESTMINSTER LLC,,12630 WESTMINSTER AVE # 4B,16199 GALLATIN ST,FOUNTAIN VALLEY,938-691-20,"TWOMEY HOLDINGS LLC,",11/21/2019,701500.0
DU PROPERTIES LLC,,11577 SLATER AVE # 11,10876 EL CENTRO AVE,FOUNTAIN VALLEY,939-090-11,"DE SERIO, GEORGE RAYMOND; DE SERIO, JOSEPHINE",07/11/2014,350000.0
COUSYN SLATER PROPERTIES LLC,,11623 SLATER AVE # 29,17195 NEWHOPE ST STE 203,FOUNTAIN VALLEY,939-090-29,"THE PARKER FAMILY TRUST, ; PARKER, JAMES B",12/04/2025,600000.0
663 HIBISCUS LLC,,11620 WARNER AVE APT 517,17272 NEWHOPE ST,FOUNTAIN VLY,938-784-30,"THE BART AND MARGARET JOHN LIVING TRUST, ; BEAN, LAWRENCE",04/09/2026,375000.0
ADDISON ENTERPRISES INVESTMENT LLC,,15451 BALBOA ST,4700 AVERY CIR,FRISCO,107-712-24,"DOAN, THU THI",11/01/2021,510000.0
SUMMER SANJ LLC,,16471 MALDEN CIR,3030 SAN JUAN DR,FULLERTON,178-411-23,"GIBBS, LAURIE S; CHARLES E RAND LIVING TRUST,",08/31/2023,3800000.0
